,acceleration,age,agility,archetype,archetype_id,awareness,ball_carrier_vision,block_shedding,break_sack,break_tackle,can_auction,can_trade,carrying,catch_in_traffic,catching,confidence,deep_route_running,deep_throw_accuracy,elusiveness,external_id,external_player_id,finesse_moves,first_name,game_id,has_power_up,has_upgrades,height,hit_power,id,image,impact_blocking,import_date,importance,injury,is_collectible,is_free_agent,is_locked,is_unlimited_use,is_upgradeable,jersey_number,juke_move,jumping,kick_accuracy,kick_power,kick_return,last_name,last_updated,lead_block,legacy_score,limited_edition_count,man_coverage,medium_route_running,medium_throw_accuracy,morale,name,overall,pass_block,pass_block_finesse,pass_block_footwork,pass_block_power,pass_block_strength,play_action,play_recognition,player,position,position_id,position_ovr_json,power_moves,press,program,program_id,pursuit,quicksell_amount,quicksell_currency,release,release_date,run_block,run_block_finesse,run_block_footwork,run_block_power,run_block_strength,running_style,salary_cap_cost,short_route_running,short_throw_accuracy,spectacular_catch,speed,spin_move,stamina,stats,status,stiff_arm,strength,super_bowl_wins,tackle,team,team_id,throw_accuracy,throw_power,throw_under_pressure,throwing_on_the_run,tier,toughness,trait_aggressive_catches,trait_big_hitter,trait_clutch,trait_covers_the_ball,trait_drops_open_passes,trait_fights_for_extra_yards,trait_forces_passes,trait_high_motor,trait_lb_style,trait_makes_sideline_catches,trait_penalty,trait_plays_ball_in_the_air,trait_possession_catches,trait_qb_style,trait_rac_catches,trait_sense_pressure,trait_strips_ball,trait_throw_ball_away,trait_throws_tight_spiral,trait_utilizes_bull_rush_moves,trait_utilizes_spin_moves,trait_utilizes_swim_moves,trucking,upgrades_json,url,weight,zone_coverage
79,83,43,81,30,30,85,84,27,31,86,True,True,85,55,60,,43,28,77,52171,2958,10,Jim,8,True,False,74,29,8947,https://cdn.muthead.com/media/20/assets/lgnd-00052171.png,58,2019-10-05T14:36:42.359128Z,,87,True,False,False,True,True,32,78,81,14,18,31,Brown,,49,,0,15,49,36,,Jim Brown,87,59,40,,47,,25,16,,"{'id': 2, 'abbreviation': 'HB', 'external_id': 1, 'base_position': 2, 'name': 'Half Back'}",2,"{""2"": 87, ""3"": 78, ""4"": 67}",10,20,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,32,1860,6,48,2019-10-05T14:36:42.359137Z,48,41,,45,,1,34,53,40,54,84,74,86,"[{'value': '6\' 2""', 'label': 'HT'}, {'value': 84, 'label': 'SPD'}, {'value': 83, 'label': 'ACC'}, {'value': 81, 'label': 'AGI'}, {'value': 85, 'label': 'CAR'}, {'value': 60, 'label': 'CTH'}, {'value': 77, 'label': 'ELU'}, {'value': 82, 'label': 'TRK'}, {'value': 86, 'label': 'BTK'}]",1,84,83,,33,"{'id': 5, 'external_id': 5, 'short_name': 'Browns', 'hex_color': '#fe3c00', 'abbreviation': 'CLE', 'name': 'Cleveland Browns'}",5,30,40,25,35,4,90,False,,False,5.0,False,True,,True,,False,1.0,,False,,False,,,,,,,,82,,/20/players/52171/,232,20
80,89,25,84,41,41,86,15,81,10,10,True,True,51,37,67,,10,10,10,51546,17813,62,James,8,False,False,72,83,10341,https://cdn.muthead.com/media/20/assets/foot-00051546.png,72,2020-01-12T15:36:46.601720Z,,93,True,False,False,True,True,58,37,83,10,10,14,Burgess Jr,,10,,0,61,10,10,,James Burgess Jr,89,35,35,,35,,10,86,,"{'id': 15, 'abbreviation': 'MLB', 'external_id': 14, 'base_position': 12, 'name': 'Middle Linebacker'}",15,"{""14"": 85, ""15"": 89, ""16"": 85}",54,56,"{'id': 111, 'external_image_name': '86,1001008', 'external_id': 1008, 'game': 8, 'description': 'Football Outsiders', 'hex_color': '#328340', 'name': 'Football Outsiders', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001008.png'}",111,90,3570,6,10,2020-01-12T15:36:46.601730Z,35,35,,35,,5,31,10,10,51,85,39,89,"[{'value': '6\' 0""', 'label': 'HT'}, {'value': 85, 'label': 'SPD'}, {'value': 89, 'label': 'ACC'}, {'value': 78, 'label': 'STR'}, {'value': 91, 'label': 'TAK'}, {'value': 86, 'label': 'PRC'}, {'value': 81, 'label': 'BKS'}, {'value': 83, 'label': 'POW'}, {'value': 58, 'label': 'ZCV'}]",1,30,78,,91,"{'id': 18, 'external_id': 18, 'short_name': 'Jets', 'hex_color': '#0c371d', 'abbreviation': 'NYJ', 'name': 'New York Jets'}",18,15,16,10,10,4,75,,False,False,,,,,False,1.0,,1.0,2.0,,,,,False,,,False,True,True,30,,/20/players/51546/,233,58
81,96,22,95,2,2,97,57,65,10,47,True,True,56,69,79,,10,10,54,53120,13084,57,Minkah,8,True,False,73,89,10363,https://cdn.muthead.com/media/20/assets/toty-00053120.png,66,2020-01-14T15:36:46.374806Z,,97,True,False,False,True,True,39,62,86,10,10,72,Fitzpatrick,,10,,0,92,13,10,,Minkah Fitzpatrick,96,25,25,,25,,10,97,,"{'id': 18, 'abbreviation': 'FS', 'external_id': 17, 'base_position': 14, 'name': 'Free Safety'}",18,"{""17"": 91, ""18"": 96, ""19"": 94}",45,83,"{'id': 125, 'external_image_name': '86,1001006', 'external_id': 1006, 'game': 8, 'description': 'Team of the Year', 'hex_color': '#E4C600', 'name': 'Team of the Year', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00006001.png'}",125,91,34900,6,19,2020-01-14T15:36:46.374816Z,25,25,,25,,8,67,18,10,72,93,54,96,"[{'value': '6\' 1""', 'label': 'HT'}, {'value': 93, 'label': 'SPD'}, {'value': 96, 'label': 'ACC'}, {'value': 75, 'label': 'TAK'}, {'value': 97, 'label': 'PRC'}, {'value': 91, 'label': 'PUR'}, {'value': 92, 'label': 'MCV'}, {'value': 94, 'label': 'ZCV'}, {'value': 89, 'label': 'POW'}]",1,26,67,,75,"{'id': 29, 'external_id': 29, 'short_name': 'Steelers', 'hex_color': '#ffb612', 'abbreviation': 'PIT', 'name': 'Pittsburgh Steelers'}",29,10,10,10,10,4,88,,False,False,,,,,True,1.0,,,3.0,,,,,False,,,False,False,False,29,,/20/players/53120/,201,94
82,78,23,70,31,31,80,70,17,10,73,True,True,77,55,63,,39,10,52,52710,13081,10,Quenton,8,True,False,77,18,9774,https://cdn.muthead.com/media/20/assets/zero-00052710.png,93,2019-12-27T15:36:51.659232Z,,94,True,False,False,True,True,56,59,66,10,11,21,Nelson,,92,,0,10,43,10,,Quenton Nelson,93,81,80,,83,,10,10,,"{'id': 3, 'abbreviation': 'FB', 'external_id': 2, 'base_position': 3, 'name': 'Full Back'}",3,"{""2"": 83, ""3"": 93, ""5"": 94}",10,10,"{'id': 120, 'external_image_name': '86,1001016', 'external_id': 1016, 'game': 8, 'description': 'Out of Position', 'hex_color': '#99CEFF', 'name': 'Out of Position', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001016.png'}",120,26,13100,6,45,2019-12-27T15:36:51.659242Z,90,85,,92,,15,36,49,10,57,71,51,88,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 71, 'label': 'SPD'}, {'value': 92, 'label': 'STR'}, {'value': 80, 'label': 'AWR'}, {'value': 77, 'label': 'CAR'}, {'value': 63, 'label': 'CTH'}, {'value': 90, 'label': 'RBK'}, {'value': 92, 'label': 'LBK'}, {'value': 93, 'label': 'IMP'}]",1,90,92,,24,"{'id': 10, 'external_id': 10, 'short_name': 'Colts', 'hex_color': '#003b7b', 'abbreviation': 'IND', 'name': 'Indianapolis Colts'}",10,10,18,10,10,4,91,False,,False,5.0,False,False,,True,,False,,,False,,False,,,,,,,,91,,/20/players/52710/,329,10
83,89,43,72,23,23,92,35,91,45,45,True,True,40,36,59,,15,10,45,54027,12242,89,Warren,8,True,False,74,81,10654,https://cdn.muthead.com/media/20/assets/ultl-00054027.png,89,2020-02-08T15:36:55.972420Z,,90,True,False,False,True,True,99,25,67,24,17,11,Sapp,,45,,0,26,15,10,,Warren Sapp,93,45,45,,45,,10,92,,"{'id': 13, 'abbreviation': 'DT', 'external_id': 12, 'base_position': 10, 'name': 'Defensive Tackle'}",13,"{""11"": 90, ""12"": 91, ""13"": 93}",90,11,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,84,13100,6,15,2020-02-08T15:36:55.972430Z,45,45,,45,,1,40,15,10,32,76,40,88,"[{'value': '6\' 2""', 'label': 'HT'}, {'value': 76, 'label': 'SPD'}, {'value': 89, 'label': 'ACC'}, {'value': 89, 'label': 'STR'}, {'value': 86, 'label': 'TAK'}, {'value': 92, 'label': 'PRC'}, {'value': 91, 'label': 'BKS'}, {'value': 90, 'label': 'PWM'}, {'value': 89, 'label': 'FNM'}]",1,45,89,,86,"{'id': 6, 'external_id': 6, 'short_name': 'Buccaneers', 'hex_color': '#d60a0b', 'abbreviation': 'TB', 'name': 'Tampa Bay Buccaneers'}",6,19,17,10,10,4,95,,True,,,,,,True,,,1.0,,,,,,False,,,True,True,True,25,,/20/players/54027/,303,42
84,88,43,87,29,29,80,47,75,12,26,True,True,53,45,56,,5,6,34,54072,2952,50,Chuck,8,True,False,75,83,10696,https://cdn.muthead.com/media/20/assets/ultl-00054072.png,81,2020-02-12T15:36:49.802092Z,,97,True,False,False,True,True,60,46,88,19,19,10,Bednarik,,83,,0,48,5,6,,Chuck Bednarik,86,82,80,,83,,6,80,,"{'id': 14, 'abbreviation': 'LOLB', 'external_id': 13, 'base_position': 11, 'name': 'Left Outside Linebacker'}",14,"{""11"": 77, ""12"": 77, ""14"": 86, ""15"": 82, ""16"": 79}",69,44,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,80,1340,6,12,2020-02-12T15:36:49.802133Z,87,84,,87,,13,28,10,6,34,86,39,97,"[{'value': '6\' 3""', 'label': 'HT'}, {'value': 86, 'label': 'SPD'}, {'value': 88, 'label': 'ACC'}, {'value': 91, 'label': 'STR'}, {'value': 82, 'label': 'TAK'}, {'value': 80, 'label': 'PRC'}, {'value': 75, 'label': 'BKS'}, {'value': 69, 'label': 'PWM'}, {'value': 50, 'label': 'FNM'}]",1,48,91,,82,"{'id': 13, 'external_id': 13, 'short_name': 'Eagles', 'hex_color': '#005a59', 'abbreviation': 'PHI', 'name': 'Philadelphia Eagles'}",13,15,29,14,6,4,94,,True,False,,,,,True,1.0,,1.0,2.0,,,,,True,,,False,False,False,49,,/20/players/54072/,233,64
85,82,24,82,20,20,86,29,73,10,12,True,True,33,19,40,,10,10,22,50807,17537,91,Joey,8,True,False,77,77,8430,https://cdn.muthead.com/media/20/assets/hvyw-00050807.png,85,2019-08-08T14:36:29.902415Z,,84,True,False,False,True,True,97,23,73,10,16,12,Bosa,,10,,0,17,10,10,,Joey Bosa,87,35,34,,35,,10,86,,"{'id': 11, 'abbreviation': 'LE', 'external_id': 10, 'base_position': 9, 'name': 'Left End'}",11,"{""11"": 87, ""12"": 87, ""13"": 80, ""14"": 85, ""16"": 85}",83,15,"{'id': 99, 'external_image_name': '86,1000033', 'external_id': 33, 'game': 8, 'description': 'Heavyweights', 'hex_color': '#859999', 'name': 'Heavyweights', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00000033.png'}",99,78,1860,6,10,2019-08-08T14:36:29.902464Z,35,35,,34,,3,32,10,10,22,75,18,79,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 75, 'label': 'SPD'}, {'value': 82, 'label': 'ACC'}, {'value': 82, 'label': 'STR'}, {'value': 73, 'label': 'TAK'}, {'value': 86, 'label': 'PRC'}, {'value': 73, 'label': 'BKS'}, {'value': 83, 'label': 'PWM'}, {'value': 91, 'label': 'FNM'}]",1,33,82,,73,"{'id': 8, 'external_id': 8, 'short_name': 'Chargers', 'hex_color': '#0090ce', 'abbreviation': 'LAC', 'name': 'Los Angeles Chargers'}",8,10,19,10,10,4,85,,False,,,,,,True,,,1.0,,,,,,True,,,True,True,True,26,,/20/players/50807/,280,28
86,85,37,85,17,17,85,82,56,28,82,True,True,60,65,76,,20,10,82,52190,11358,56,Ed,8,True,False,71,82,9028,https://cdn.muthead.com/media/20/assets/lgnd-00052190.png,61,2019-10-12T14:36:43.568398Z,,79,True,False,False,True,True,20,79,82,12,22,81,Reed,,25,,0,76,0,10,,Ed Reed,87,45,25,,25,,15,85,,"{'id': 19, 'abbreviation': 'SS', 'external_id': 18, 'base_position': 14, 'name': 'Strong Safety'}",19,"{""17"": 82, ""18"": 84, ""19"": 87}",39,74,"{'id': 92, 'external_image_name': '86,1000009', 'external_id': 9, 'game': 8, 'description': 'Legends', 'hex_color': '#0054AB', 'name': 'Legends', 'image': 'https://cdn.muthead.com/media/20/assets/swap-81-3000000.png'}",92,79,1860,6,20,2019-10-12T14:36:43.568409Z,45,25,,25,,3,34,20,15,72,85,77,88,"[{'value': '5\' 11""', 'label': 'HT'}, {'value': 85, 'label': 'SPD'}, {'value': 85, 'label': 'ACC'}, {'value': 74, 'label': 'TAK'}, {'value': 85, 'label': 'PRC'}, {'value': 79, 'label': 'PUR'}, {'value': 76, 'label': 'MCV'}, {'value': 86, 'label': 'ZCV'}, {'value': 82, 'label': 'POW'}]",1,40,62,,74,"{'id': 25, 'external_id': 25, 'short_name': 'Ravens', 'hex_color': '#3e0580', 'abbreviation': 'BAL', 'name': 'Baltimore Ravens'}",25,14,20,23,15,4,84,,True,True,,,,,True,1.0,,1.0,3.0,,,,,False,,,False,False,False,56,,/20/players/52190/,200,86
87,82,44,80,4,4,93,79,20,85,69,True,True,74,28,42,,17,90,55,50153,2976,10,Doug,8,True,False,76,19,10558,https://cdn.muthead.com/media/20/assets/diam-00050153.png,23,2020-02-07T15:36:50.502453Z,,93,True,False,False,True,True,17,66,83,12,18,20,Williams,,14,,0,14,23,92,,Doug Williams,95,13,13,,14,,90,15,,"{'id': 1, 'abbreviation': 'QB', 'external_id': 0, 'base_position': 1, 'name': 'Quarterback'}",1,"{""1"": 95}",10,10,"{'id': 102, 'external_image_name': '86,1001001', 'external_id': 1001, 'game': 8, 'description': 'Theme Diamonds', 'hex_color': '#AFBCC7', 'name': 'Theme Diamonds', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-90001001.png'}",102,26,25200,6,12,2020-02-07T15:36:50.502463Z,24,14,,18,,1,72,29,94,37,75,56,94,"[{'value': '6\' 4""', 'label': 'HT'}, {'value': 75, 'label': 'SPD'}, {'value': 94, 'label': 'THP'}, {'value': 94, 'label': 'TAS'}, {'value': 92, 'label': 'TAM'}, {'value': 90, 'label': 'TAD'}, {'value': 93, 'label': 'TUP'}, {'value': 90, 'label': 'TOR'}, {'value': 90, 'label': 'PAC'}]",1,64,72,,22,"{'id': 26, 'external_id': 26, 'short_name': 'Redskins', 'hex_color': '#853649', 'abbreviation': 'WAS', 'name': 'Washington Redskins'}",26,79,94,93,90,4,93,,,False,,,,3.0,,,,1.0,,,,,4.0,,True,True,,,,66,,/20/players/50153/,220,16
88,90,30,89,10,10,86,85,45,44,88,True,True,83,90,88,,89,6,83,54003,27903,10,Calvin,8,True,False,77,15,10678,https://cdn.muthead.com/media/20/assets/ultl-00054003.png,52,2020-02-08T15:36:55.977902Z,,88,True,False,False,True,True,81,77,93,11,14,44,Johnson,,34,,0,12,86,10,,Calvin Johnson,92,37,33,,42,,6,17,,"{'id': 4, 'abbreviation': 'WR', 'external_id': 3, 'base_position': 4, 'name': 'Wide Receiver'}",4,"{""4"": 92}",10,15,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,47,9470,6,90,2020-02-08T15:36:55.977912Z,54,50,,51,,13,55,88,15,91,91,82,90,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 91, 'label': 'SPD'}, {'value': 93, 'label': 'JMP'}, {'value': 88, 'label': 'CTH'}, {'value': 90, 'label': 'CIT'}, {'value': 91, 'label': 'SPC'}, {'value': 88, 'label': 'SRR'}, {'value': 86, 'label': 'MRR'}, {'value': 89, 'label': 'DRR'}]",1,83,75,,28,"{'id': 19, 'external_id': 19, 'short_name': 'Lions', 'hex_color': '#006db0', 'abbreviation': 'DET', 'name': 'Detroit Lions'}",19,33,35,16,10,4,93,True,,True,5.0,False,True,,True,,True,2.0,,True,,True,,,,,,,,70,,/20/players/54003/,236,22
89,90,56,73,9,9,95,15,95,20,20,True,True,40,23,44,,10,6,20,54031,2911,87,Howie,8,True,False,77,90,10650,https://cdn.muthead.com/media/20/assets/ultl-00054031.png,94,2020-02-08T15:36:55.971504Z,,93,True,False,False,True,True,75,10,83,10,10,12,Long,,25,,0,23,0,6,,Howie Long,96,45,25,,25,,6,95,,"{'id': 12, 'abbreviation': 'RE', 'external_id': 11, 'base_position': 9, 'name': 'Right End'}",12,"{""11"": 95, ""12"": 96, ""13"": 88, ""14"": 95, ""16"": 95}",95,21,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,95,34900,6,12,2020-02-08T15:36:55.971514Z,45,25,,25,,3,59,10,6,26,84,10,94,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 84, 'label': 'SPD'}, {'value': 90, 'label': 'ACC'}, {'value': 94, 'label': 'STR'}, {'value': 91, 'label': 'TAK'}, {'value': 95, 'label': 'PRC'}, {'value': 95, 'label': 'BKS'}, {'value': 95, 'label': 'PWM'}, {'value': 87, 'label': 'FNM'}]",1,25,94,,91,"{'id': 23, 'external_id': 23, 'short_name': 'Raiders', 'hex_color': '#c4c8cb', 'abbreviation': 'OAK', 'name': 'Oakland Raiders'}",23,19,20,20,6,4,88,,False,,,,,,True,,,1.0,,,,,,False,,,True,False,False,40,,/20/players/54031/,270,34
90,71,29,56,13,13,70,10,10,17,10,True,True,30,10,29,,10,33,15,10111695,11695,10,Johnny,8,False,False,77,11,5744,https://cdn.muthead.com/media/20/assets/core-10111695.png,12,2019-07-22T21:55:28.095467Z,,85,True,False,False,True,False,6,10,63,86,86,10,Hekker,,10,,0,10,10,43,,Johnny Hekker,87,15,10,,10,,19,10,,"{'id': 21, 'abbreviation': 'P', 'external_id': 20, 'base_position': 16, 'name': 'Punter'}",21,"{""1"": 45, ""20"": 74, ""21"": 87}",10,10,"{'id': 71, 'external_image_name': '86,1000004', 'external_id': 4, 'game': 8, 'description': 'Core Set Elite', 'hex_color': '#C00000', 'name': 'Core Elite', 'image': 'https://cdn.muthead.com/media/20/assets/swap-86-1000004.png'}",71,25,1860,6,10,2019-07-22T21:55:28.095519Z,19,10,,10,,5,13,10,53,33,60,10,75,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 60, 'label': 'SPD'}, {'value': 71, 'label': 'ACC'}, {'value': 86, 'label': 'KPW'}, {'value': 86, 'label': 'KAC'}, {'value': 70, 'label': 'AWR'}, {'value': 58, 'label': 'THP'}, {'value': 53, 'label': 'TAS'}, {'value': 30, 'label': 'TOR'}]",1,10,47,,15,"{'id': 24, 'external_id': 24, 'short_name': 'Rams', 'hex_color': '#13264b', 'abbreviation': 'LAR', 'name': 'Los Angeles Rams'}",24,53,58,28,30,4,68,,,True,,,,,,,,1.0,,,,,,,,,,,,10,,/20/players/10111695/,241,10
91,78,30,62,25,25,85,15,86,10,10,False,False,30,12,31,,10,10,10,50021,1112,62,Kawann,8,True,False,75,64,5888,https://cdn.muthead.com/media/20/assets/buil-00050021.png,85,2019-07-22T21:55:55.685484Z,,88,True,False,False,True,True,99,10,64,10,10,12,Short,,31,,0,22,10,10,,Kawann Short,86,35,35,,35,,10,85,,"{'id': 13, 'abbreviation': 'DT', 'external_id': 12, 'base_position': 10, 'name': 'Defensive Tackle'}",13,"{""11"": 77, ""12"": 83, ""13"": 86}",82,12,"{'id': 74, 'external_image_name': '86,1001000', 'external_id': 1000, 'game': 8, 'description': 'Theme Builders', 'hex_color': '#AFABC1', 'name': 'Theme Builders', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001000.png'}",74,79,670,6,10,2019-07-22T21:55:55.685531Z,35,35,,35,,5,23,10,10,12,63,10,73,"[{'value': '6\' 3""', 'label': 'HT'}, {'value': 63, 'label': 'SPD'}, {'value': 78, 'label': 'ACC'}, {'value': 84, 'label': 'STR'}, {'value': 81, 'label': 'TAK'}, {'value': 85, 'label': 'PRC'}, {'value': 86, 'label': 'BKS'}, {'value': 82, 'label': 'PWM'}, {'value': 62, 'label': 'FNM'}]",1,19,84,,81,"{'id': 21, 'external_id': 21, 'short_name': 'Panthers', 'hex_color': '#0088ce', 'abbreviation': 'CAR', 'name': 'Carolina Panthers'}",21,10,10,10,10,4,64,,False,,,,,,True,,,1.0,,,,,,False,,,True,True,True,23,,/20/players/50021/,315,40
92,92,33,93,47,47,87,89,44,45,90,False,False,83,76,78,,82,5,90,15211613,11613,25,Devin,8,True,False,71,30,10455,https://cdn.muthead.com/media/20/assets/MACH-15211613.png,32,2020-01-27T15:36:54.744736Z,,91,False,False,False,True,True,23,90,87,18,22,92,Hester,,35,,0,61,73,10,,Devin Hester,92,27,26,,29,,5,42,,"{'id': 4, 'abbreviation': 'WR', 'external_id': 3, 'base_position': 4, 'name': 'Wide Receiver'}",4,"{""4"": 92}",20,52,"{'id': 127, 'external_image_name': 'pgrm-00003010', 'external_id': 3010, 'game': 8, 'description': 'Madden Challenge', 'hex_color': '#6A4B9E', 'name': 'Madden Challenge', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00003010.png'}",127,64,4735,6,75,2020-01-27T15:36:54.744777Z,34,38,,36,,3,42,79,15,81,93,89,89,"[{'value': '5\' 11""', 'label': 'HT'}, {'value': 93, 'label': 'SPD'}, {'value': 87, 'label': 'JMP'}, {'value': 78, 'label': 'CTH'}, {'value': 76, 'label': 'CIT'}, {'value': 81, 'label': 'SPC'}, {'value': 79, 'label': 'SRR'}, {'value': 73, 'label': 'MRR'}, {'value': 82, 'label': 'DRR'}]",1,61,55,,40,"{'id': 1, 'external_id': 1, 'short_name': 'Bears', 'hex_color': '#fb4f14', 'abbreviation': 'CHI', 'name': 'Chicago Bears'}",1,40,35,13,10,4,75,False,,False,6.0,True,False,,False,,False,1.0,,False,,False,,,,,,,,48,,/20/players/15211613/,190,62
93,92,39,90,20,20,79,55,76,12,30,True,True,62,42,50,,18,6,40,54058,14816,82,Julius,8,True,False,79,76,10686,https://cdn.muthead.com/media/20/assets/ultl-00054058.png,74,2020-02-10T15:36:48.496592Z,,93,True,False,False,True,True,90,65,92,11,16,11,Peppers,,16,,0,42,0,6,,Julius Peppers,88,45,45,,45,,6,79,,"{'id': 11, 'abbreviation': 'LE', 'external_id': 10, 'base_position': 9, 'name': 'Left End'}",11,"{""11"": 88, ""12"": 88, ""13"": 81, ""14"": 87, ""16"": 87}",76,34,"{'id': 129, 'external_image_name': '|pgrm-00001023', 'external_id': 1023, 'game': 8, 'description': 'Ultimate Legends', 'hex_color': '#252525', 'name': 'Ultimate Legends', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001023.png'}",129,79,2570,6,58,2020-02-10T15:36:48.496602Z,45,45,,45,,15,36,28,6,42,88,65,91,"[{'value': '6\' 7""', 'label': 'HT'}, {'value': 88, 'label': 'SPD'}, {'value': 92, 'label': 'ACC'}, {'value': 91, 'label': 'STR'}, {'value': 74, 'label': 'TAK'}, {'value': 79, 'label': 'PRC'}, {'value': 76, 'label': 'BKS'}, {'value': 76, 'label': 'PWM'}, {'value': 82, 'label': 'FNM'}]",1,70,91,,74,"{'id': 21, 'external_id': 21, 'short_name': 'Panthers', 'hex_color': '#0088ce', 'abbreviation': 'CAR', 'name': 'Carolina Panthers'}",21,24,25,14,6,4,90,,False,,,,,,True,,,1.0,,,,,,True,,,True,False,True,10,,/20/players/54058/,295,55
94,84,24,79,20,20,84,25,79,10,14,False,False,35,12,28,,10,10,24,50032,2540,83,Danielle,8,True,False,77,70,5877,https://cdn.muthead.com/media/20/assets/buil-00050032.png,79,2019-07-22T21:55:53.868036Z,,84,True,False,False,True,True,99,30,80,10,10,12,Hunter,,10,,0,17,10,10,,Danielle Hunter,86,35,35,,35,,10,84,,"{'id': 11, 'abbreviation': 'LE', 'external_id': 10, 'base_position': 9, 'name': 'Left End'}",11,"{""11"": 86, ""12"": 86, ""13"": 79, ""14"": 84, ""16"": 84}",69,12,"{'id': 74, 'external_image_name': '86,1001000', 'external_id': 1000, 'game': 8, 'description': 'Theme Builders', 'hex_color': '#AFABC1', 'name': 'Theme Builders', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001000.png'}",74,82,670,6,10,2019-07-22T21:55:53.868082Z,35,35,,35,,3,29,10,10,12,82,45,80,"[{'value': '6\' 5""', 'label': 'HT'}, {'value': 82, 'label': 'SPD'}, {'value': 84, 'label': 'ACC'}, {'value': 75, 'label': 'STR'}, {'value': 78, 'label': 'TAK'}, {'value': 84, 'label': 'PRC'}, {'value': 79, 'label': 'BKS'}, {'value': 69, 'label': 'PWM'}, {'value': 83, 'label': 'FNM'}]",1,18,75,,78,"{'id': 31, 'external_id': 31, 'short_name': 'Vikings', 'hex_color': '#4c017a', 'abbreviation': 'MIN', 'name': 'Minnesota Vikings'}",31,10,10,10,10,4,81,,False,,,,,,True,,,1.0,,,,,,False,,,True,False,True,34,,/20/players/50032/,252,34
95,85,33,82,9,9,98,10,97,10,10,True,True,35,18,39,,10,10,16,53306,28363,90,Calais,8,True,False,80,90,10512,https://cdn.muthead.com/media/20/assets/nflh-00053306.png,93,2020-02-04T15:36:46.838434Z,,99,True,False,False,True,True,93,10,87,20,20,17,Campbell,,10,,0,18,10,10,,Calais Campbell,97,35,35,,35,,10,98,,"{'id': 11, 'abbreviation': 'LE', 'external_id': 10, 'base_position': 9, 'name': 'Left End'}",11,"{""11"": 97, ""12"": 94, ""13"": 89, ""14"": 91, ""16"": 91}",94,32,"{'id': 128, 'external_image_name': '|pgrm-00001024', 'external_id': 1024, 'game': 8, 'description': 'NFL Honors', 'hex_color': '#B89155', 'name': 'NFL Honors', 'image': 'https://cdn.muthead.com/media/20/assets/pgrm-00001024.png'}",128,91,250000,7,10,2020-02-04T15:36:46.838475Z,35,35,,35,,5,57,10,10,18,75,10,94,"[{'value': '6\' 8""', 'label': 'HT'}, {'value': 75, 'label': 'SPD'}, {'value': 85, 'label': 'ACC'}, {'value': 95, 'label': 'STR'}, {'value': 96, 'label': 'TAK'}, {'value': 98, 'label': 'PRC'}, {'value': 97, 'label': 'BKS'}, {'value': 94, 'label': 'PWM'}, {'value': 90, 'label': 'FNM'}]",1,35,95,,96,"{'id': 17, 'external_id': 17, 'short_name': 'Jaguars', 'hex_color': '#006778', 'abbreviation': 'JAX', 'name': 'Jacksonville Jaguars'}",17,10,26,10,10,4,80,,False,,,,,,True,,,1.0,,,,,,True,,,True,True,True,30,,/20/players/53306/,300,25
